name	pos	part	name_agreement_percent	H	subjective_complexity	familiarity	age_of_acquisition	imageability	image_agreement	frequency	frequency_log	syllables	phonemes	arguments	reflexivity	instrumentality	name_relation
325. стрелять (shoot)	verb	NR	89	0.81	2.81	2.94	2.04	1.11	4.04	61.7	1.7972675408	3	9	1	off	on	off
326. стричь (cut (one's hair))	verb	NR	93	0.46	3.09	4.03	1.65	1.16	4.32	9.3	1.0128372247	2	7	2	off	on	off
327. строгать (plane)	verb	NR	85	1.11	2.7	2.37	2.77	1.55	4.43	1.3	0.361727836	3	9	2	off	on	off
328. строить (build)	verb	NR	66	1.46	2.97	2.98	1.47	1.18	4.46	82.2	1.9201233263	2	6	2	off	on	off
329. стучать (knock)	verb	NR	77	0.83	2.28	4.61	1.82	1.24	3.9	35.7	1.5646660643	2	6	1	off	off	off
330. стучать (hit)	verb	NR	56	2.46	2.75	3.17	1.52	1.1	2.68	35.7	1.5646660643	2	6	1	off	on	off
331. сушить (dry)	verb	NR	98	0.14	2.4	4.41	1.57	1.53	2.59	6.4	0.8692317197	2	5	2	off	on	off
332. считать (count)	verb	NR	85	0.91	2.83	3.7	1.62	1.51	3.37	455.3	2.6592504688	3	7	2	off	on	on
333. считать (count)	verb	NR	70	1.19	2.52	4.37	1.67	1.48	2.77	455.3	2.6592504688	3	7	2	off	off	off
334. танцевать (dance)	verb	NR	98	0.14	2.3	4.23	1.54	1.09	4.23	41.7	1.630427875	3	8	2	off	off	off
335. таять (melt intr)	verb	NR	98	0.16	2.21	3.86	1.81	1.23	3.95	11.8	1.1072099696	2	5	1	off	off	off
336. тереть (rub)	verb	NR	93	0.43	2.65	4.45	1.86	1.35	4.14	8.6	0.982271233	1	4	2	off	on	on
337. течь (flow)	verb	NR	52	1.39	2	4.73	2.25	1.49	3.19	33.7	1.5403294748	2	5	1	off	off	off
338. ткать (weave)	verb	NR	73	1.84	3.79	1.9	2.89	2.09	4.31	1.7	0.4313637642	1	4	2	off	on	on
339. толкать (push)	verb	NR	94	0.41	2.84	3.1	1.32	1.13	2.72	18.5	1.2900346114	3	8	2	off	off	off
340. тонуть (drown)	verb	NR	88	0.91	3.1	2.54	2.1	1.22	3.87	12.5	1.1303337685	2	5	1	off	off	off
341. топить (stoke)	verb	NR	91	0.67	2.9	2.32	1.76	1.31	3.06	11.3	1.0899051114	2	5	2	off	off	off
342. точить (grind)	verb	NR	94	0.37	2.88	2.34	2.2	1.25	2.75	4.9	0.7708520116	2	5	2	off	on	on
343. трясти (shake)	verb	NR	57	2.69	3.28	3.53	1.71	1.21	3.34	17.5	1.2671717284	2	6	2	off	off	off
344. тушить (put out)	verb	NR	96	0.3	3.1	2.85	2.29	1.28	3.48	5.2	0.7923916895	2	5	2	off	on	on
345. убегать (run away)	verb	NR	75	1.63	2.6	3.37	1.72	1.19	4.17	17.1	1.2576785749	4	8	1	off	off	off
346. уезжать (drive away)	verb	NR	42	2.03	3.24	3.84	1.68	1.44	3.03	50.7	1.7134905431	4	8	1	off	on	off
347. укачивать (rock to sleep)	verb	NR	30	2.33	2.74	3.04	2.26	1.58	3.2	1.3	0.361727836	5	10	2	off	on	off
348. улыбаться (smile)	verb	NR	63	2.19	2.39	4.59	1.2	1.01	4.4	111.3	2.0503797563	5	9	1	on	off	off
349. умирать (die)	verb	NR	41	3.66	3.83	2.57	2.1	2.23	2.96	62	1.7993405495	4	8	1	off	off	off
350. умывать (wash one's face)	verb	NR	83	1.15	2.97	3.43	1.36	1.11	4.6	1.1	0.3222192947	4	8	2	off	on	off
351. умываться (wash one's own face)	verb	NR	96	0.32	2.73	4.93	1.29	1.05	4.72	5.6	0.8195439355	5	9	1	on	on	off
352. уползать (crawl away)	verb	NR	45	2.01	2.93	2.86	1.73	1.33	3.83	1.2	0.3424226808	4	9	1	off	off	off
353. уступать (let sit)	verb	NR	66	1.91	3.43	4.28	2.39	1.56	4.41	27.6	1.4563660331	4	9	2	off	off	off
354. уходить (go away)	verb	NR	67	1.88	3.06	4.41	1.35	1.21	3.96	192.7	2.2871296207	3	6	1	off	off	off
355. учить (teach)	verb	NR	57	2.11	2.99	4.5	1.94	1.54	3.83	76.7	1.8904210188	2	4	2	off	off	off
356. фехтовать (fence)	verb	NR	82	1.26	2.24	2.43	3.18	1.18	4.68	0.5	0.1760912591	3	8	1	off	on	off
357. фотографировать (take photos)	verb	NR	88	0.67	2.87	4.52	1.92	1.08	4.63	5.6	0.8195439355	6	14	1	off	on	on
358. хлопать (clap)	verb	NR	66	1.29	2.16	4.56	1.4	1.24	4.28	20.2	1.3263358609	3	8	1	off	off	off
359. хмуриться (frown)	verb	NR	64	2	2.25	3.9	1.99	1.24	4.63	5.8	0.8325089127	3	7	1	on	off	off
360. хрюкать (grunt)	verb	NR	80	1.3	2.23	2.66	1.57	1.29	4.79	1.4	0.3802112417	3	8	1	off	off	off
361. царапать (scratch)	verb	NR	44	2.63	2.75	3.67	1.58	1.25	4.04	4.5	0.7403626895	4	9	2	off	off	off
362. царапать (scratch)	verb	NR	49	2.68	2.26	2.78	1.53	1.21	2.33	4.5	0.7403626895	4	9	2	off	on	off
363. цвести (blossom)	verb	NR	94	0.41	3.35	3.94	1.9	1.29	4.22	17.4	1.264817823	2	6	1	off	off	off
364. целиться (aim)	verb	NR	62	1.54	2.93	3.03	2.51	1.38	3.99	5	0.7781512504	3	6	2	on	on	off
365. целовать (kiss tr)	verb	NR	88	0.94	2.58	3.5	1.4	1.05	3.01	40.7	1.620136055	3	7	2	off	off	off
366. целоваться (kiss one another)	verb	NR	96	0.32	2.3	4.61	1.97	1.05	4.45	13.6	1.1643528558	4	8	1	on	off	off
367. чертить (chart)	verb	NR	99	0.08	2.59	3.22	2.78	1.33	4.64	4.2	0.7160033436	2	6	2	off	on	off
368. чесаться (scratch oneself)	verb	NR	62	1.29	2.28	4.12	1.69	1.11	3.18	5.1	0.785329835	3	6	1	on	off	off
369. чинить (repair)	verb	NR	63	1.98	3.46	2.91	1.82	1.92	3.41	8	0.9542425094	2	5	2	off	on	off
370. чистить (brush)	verb	NR	100	0	2.62	4.72	1.39	1.27	3.1	17	1.2552725051	2	6	2	off	on	off
371. читать (read)	verb	NR	94	0.48	2.21	4.7	1.37	1.09	4.6	304.4	2.4848690327	3	7	2	off	off	off
372. чихать (sneeze)	verb	NR	58	1.38	2.71	4.21	1.34	1.1	4.39	3.8	0.6812412374	3	7	1	off	off	off
373. чокаться (clinck glasses)	verb	NR	93	0.52	2.08	3.9	2.55	1.13	4.89	3.3	0.6334684556	4	8	1	on	off	off
374. шептать (whisper)	verb	NR	65	1.69	2.55	4.18	1.93	1.26	4.47	28.1	1.463892989	2	6	1	off	off	off
375. шипеть (hiss)	verb	NR	87	0.92	2.55	2.76	1.93	1.68	3.53	8.5	0.9777236053	2	5	1	off	off	off
376. шить (sew)	verb	NR	77	1.01	3.15	3.55	1.71	1.06	4.16	16	1.2304489214	1	4	2	off	on	on
377. щекотать (tickle)	verb	NR	70	2.03	2.95	3.64	1.45	1.13	4.37	4.8	0.7634279936	3	7	2	off	off	off
378. щипать (pinck)	verb	NR	77	1.53	1.97	3.2	1.6	1.19	3.66	4	0.6989700043	2	6	2	off	off	off
379. щуриться (squint)	verb	NR	50	2.76	2.29	4.29	2.27	1.17	3.44	7.3	0.9190780924	3	6	1	on	off	off
